case,ERQA,LPIPS,MDTVSFA,MS-SSIM,corrected_ERQA,corrected_LPIPS,corrected_MDTVSFA,corrected_MS-SSIM,SI,TI,bitrate,mean_colorfulness,std_colorfulness,subjective
x265@colors@comisr@0.49,0.6272288981682206,0.14929364,0.46227807,0.910108208656311,0.39341609069732003,0.5335876128474976,0.28995416449343153,0.5708461689293509,0.02882201646090535,0.23030931231895002,0.191,18.24847716830567,0.32855719442904796,3.0393981678995514
x265@colors@comisr@0.866,0.6444110201193194,0.14689286,0.4613197,0.9107946157455444,0.41526556285122185,0.5497516423584751,0.2972794984781384,0.5869260874517698,0.029202674897119342,0.2086195760671716,0.198,18.26269232266033,0.2960367440658976,3.6371093724050696
x265@colors@comisr@1.834,0.6542445831314889,0.14003451,0.4643227,0.9112337827682495,0.42803597455689574,0.5626277635125166,0.3037806112999874,0.5961697663425432,0.030864197530864196,0.21271794871794872,0.202,18.339399216716483,0.32137711375191896,3.835807692522039
x265@colors@only_compressed@0.463,0.7740132285625676,0.06365538000000001,0.47872576,0.9783991575241089,0.5990964779898496,0.7247431223733904,0.3705400710936689,0.7572938907381317,0.03573559670781893,0.13098072217116408,0.153,18.833682961064056,0.2936043876322633,3.6148004993661567
x265@colors@only_compressed@0.831,0.7848341454152563,0.05934194000000002,0.47943243,0.9797542095184326,0.6159646358096957,0.7382605646480729,0.37627494148340973,0.7689445577443991,0.036059670781893004,0.1444336661911555,0.163,18.86591492545545,0.3008795711128375,3.589004028393768
x265@colors@only_compressed@1.787,0.7917943184747639,0.05552433,0.48647746,0.9806634187698364,0.6269382427689159,0.747830469443646,0.38519008889403417,0.7764837233179946,0.035689300411522636,0.15453356099075327,0.182,18.86267333811535,0.29707108883279965,3.9709490826077958
aomenc@cuphead@BasicVSR@0.477,0.5446498928006515,0.24177539999999997,0.44169772,0.909842848777771,0.2966435057277611,0.4129669471088169,0.24057061584829217,0.4955458100522523,0.03174897119341564,0.6939251863253403,0.651,13.039966414188372,2.2676190445932796,1.189301399190327
aomenc@cuphead@BasicVSR@0.835,0.6139631197175256,0.17898063,0.4578396,0.9412260055541992,0.37695071237327665,0.5040756137537175,0.281096629146224,0.5778780547293212,0.03236111111111111,0.7086108675475975,0.695,13.568908492119233,2.3952940964068565,2.9944359144270054
aomenc@cuphead@BasicVSR@2.466,0.6926111535576496,0.12067898999999999,0.4768459,0.9651104807853699,0.47971021003245806,0.6090275390835775,0.33026878886823563,0.6684462834073328,0.032695473251028805,0.7565268798748974,0.684,13.915523826396543,2.310376832192317,4.580987706235205
aomenc@cuphead@RBPN@0.477,0.5485812531797137,0.24870884999999995,0.43115693,0.9098020195960999,0.3009413913402252,0.4121442405698283,0.2365246089765181,0.49910033205546295,0.03725565843621399,0.6166283789413544,0.687,13.039260317665297,2.272905403803284,0.7362455617605014
aomenc@cuphead@RBPN@0.835,0.6195001405899321,0.18657139999999997,0.4443515,0.9403850436210632,0.3837804241909456,0.5039191320598717,0.2752758167213472,0.5825686667319181,0.04077417695473251,0.6176286297020542,0.756,13.522730482166823,2.3792510098897184,2.7131585867627304
aomenc@cuphead@RBPN@2.466,0.6865903239348042,0.12724011000000002,0.46869665,0.9644914865493774,0.4714062729208994,0.5992284955924041,0.32180258475065754,0.6622105221822979,0.03196502057613169,0.7754365143224976,0.74,13.91787083059312,2.3063099129090907,4.369443627054523
aomenc@cuphead@Real-ESRGAN@0.477,0.5989330806886116,0.23526491,0.49730292,0.897097110748291,0.35872083514315095,0.4580251433643827,0.29785116991104216,0.5373011362173266,0.0349022633744856,0.6954183924986659,0.73,13.230371540016606,2.3495740660573214,3.9782644315662243
aomenc@cuphead@Real-ESRGAN@0.835,0.6462147537757481,0.19916517000000003,0.5116447,0.9225077629089355,0.41759350799745076,0.5175112824834931,0.33063235383116646,0.596138126864414,0.035493827160493825,0.7548395445134575,0.775,13.734794618323846,2.525987582219117,5.034480071172878
aomenc@cuphead@Real-ESRGAN@2.466,0.6782083023023671,0.17524817000000004,0.5262972,0.9392622709274292,0.4599665013118589,0.5593535384450704,0.35693913051848936,0.6370154701823577,0.036604938271604937,0.7431334922757845,0.822,14.089147034106764,2.4530378805720505,5.807358212023462
aomenc@cuphead@RealSR@0.477,0.6008061698319127,0.23469539,0.49516323,0.9012035727500916,0.36096805370809315,0.45979973148880576,0.29749712365789843,0.541448666782818,0.03440329218106996,0.6439995462794917,0.698,13.756016998971019,2.1632556779269874,3.4267727334080633
aomenc@cuphead@RealSR@0.835,0.6524611685046936,0.19879904,0.52240026,0.9240397810935974,0.4257055764065102,0.5227525145686822,0.3408458840667557,0.6029000753171498,0.036193415637860084,0.6637246541595603,0.766,14.188116954381238,2.315575396686345,4.823427480953496
aomenc@cuphead@RealSR@2.466,0.680445260922042,0.18162103999999996,0.5421883,0.9379012584686279,0.4630057531112659,0.5568620849703094,0.36892945926237836,0.6381904665377971,0.03754629629629629,0.7323818567493894,0.816,14.58443472774047,2.2284162497604423,5.621212048734205
aomenc@cuphead@SOF-VSR-BI@0.477,0.5743347330440817,0.23994694999999996,0.45201123,0.8512754440307617,0.32986038558081654,0.43652486557109005,0.25960574911497697,0.48891705489438964,0.04134259259259259,0.5855626062792917,0.716,12.875710823196105,2.2208130598125657,0.5417061576158505
aomenc@cuphead@SOF-VSR-BI@0.835,0.6270202733224379,0.18906635000000002,0.46117017,0.8685964345932007,0.3931544231573448,0.5084718388693622,0.2891630460415552,0.5446275738255237,0.034449588477366254,0.754547841802557,0.755,13.317952681084039,2.3086100411323596,2.0397061220452644
aomenc@cuphead@SOF-VSR-BI@2.466,0.6760966358012326,0.14337152,0.4752999,0.8783876895904541,0.4571066609417445,0.5791636334595235,0.32134866338666224,0.5938749618613234,0.03515946502057613,0.730079996224367,0.761,13.648658153275743,2.233673941721691,3.5837082381437275
aomenc@cuphead@SwinIR@0.477,0.610394839631242,0.21928883000000002,0.4907476,0.9070523977279663,0.3725818602484496,0.4765420694104693,0.2995498026014169,0.5536601028482955,0.03859053497942387,0.6672689751868638,0.761,13.840320126230992,2.537094563699163,3.60382633857006
aomenc@cuphead@SwinIR@0.835,0.6618929518513612,0.17889149,0.5091758,0.9339410662651062,0.43810227971050836,0.5434859354741729,0.3370198732732783,0.6181690092054188,0.0402880658436214,0.6884530497592295,0.835,14.432852785076363,2.7010491633361524,4.821477441998662
aomenc@cuphead@SwinIR@2.466,0.6890178102049448,0.15550173999999997,0.5280959,0.9506469964981079,0.47474554277961734,0.5818743418270862,0.3638674805962095,0.6550127118050342,0.04211934156378601,0.7132683658170915,0.905,14.935065118352963,2.648580691620723,5.482026073584366
aomenc@cuphead@VRT@0.477,0.5532805780233514,0.24067414000000004,0.44108224,0.9110836386680603,0.3061193980178538,0.4201202507288784,0.24404223670303463,0.5040848822298827,0.030462962962962963,0.7468178271553181,0.654,13.046819507158627,2.277089701206353,1.1564152620997707
aomenc@cuphead@VRT@0.835,0.6265545066263334,0.17605129000000003,0.4584056,0.94260573387146,0.39257054977376804,0.5162487774794539,0.2872160945427483,0.5905938705289855,0.031275720164609055,0.7324732730263158,0.695,13.563225709677095,2.390276358239835,3.054266892536654
aomenc@cuphead@VRT@2.466,0.7068025061824258,0.11722703,0.47584042,0.9667273759841919,0.49956978274575803,0.6239461475861033,0.3363252013988981,0.683285332140787,0.03193930041152263,0.6988012792490165,0.684,13.928659853623184,2.3115664952696724,4.612962617989022
aomenc@cuphead@ahq-11@0.477,0.5853968011732175,0.20842807999999993,0.4558917,0.9091940522193909,0.3426894148238355,0.46338366986654206,0.2668775428614201,0.5322392898149466,0.030077160493827162,0.7602189156832564,0.657,13.976728314330371,2.4228074076612245,2.5208148503124685
aomenc@cuphead@ahq-11@0.835,0.6370326630416406,0.16318103,0.46440774,0.9383692741394043,0.40581061378192446,0.5330810169428627,0.2958428993493499,0.5977718776214761,0.030704732510288067,0.7664005966309806,0.692,14.386237671153294,2.545903583433363,2.939695741431265
aomenc@cuphead@ahq-11@2.466,0.6871394330756749,0.12001428,0.47075254,0.9601168036460876,0.4721606004875599,0.6046728887554896,0.323472633454534,0.6597341161438017,0.030864197530864196,0.7498787878787878,0.699,14.598951191341882,2.4254132915930495,3.5864994100435403
aomenc@cuphead@comisr@0.477,0.5788597190656729,0.23920430999999998,0.45629975,0.8537397384643555,0.3350785743567898,0.4403939793797748,0.2641335450947368,0.4941955451626779,0.0301440329218107,0.6773532973687109,0.602,12.987734475707809,2.2509180780558165,2.675032603671509
aomenc@cuphead@comisr@0.835,0.6362549283366825,0.18942295000000006,0.46934444,0.8698006868362427,0.404820333832717,0.5157336428591095,0.2986227130374204,0.5534149736701908,0.031229423868312758,0.7309010047768078,0.642,13.512038778200933,2.361480082740515,3.645199532412511
aomenc@cuphead@comisr@2.466,0.6823145025801982,0.14975096000000002,0.48117325,0.8784838318824768,0.4655530804312633,0.580137250796891,0.32831148672864735,0.5994022587756387,0.03203703703703704,0.7028668184737549,0.675,13.901104509523654,2.303254305505709,4.414507713117444
aomenc@cuphead@only_compressed@0.618,0.6584448277590885,0.17258600999999998,0.45706105,0.933916449546814,0.43354959120269576,0.5448064621310102,0.3009494843426382,0.6149324557632314,0.02911008230452675,0.6650241082472925,0.59,13.139129702236872,2.267105371742441,2.330865036749554
aomenc@cuphead@only_compressed@1.018,0.733324856791088,0.11397648,0.46960464,0.9578613638877869,0.5377653455876698,0.6497430709175357,0.3443727553764305,0.7024235474987276,0.030570987654320987,0.7216157664479219,0.595,13.64896425787996,2.4237439503854508,4.128842869176233
aomenc@cuphead@only_compressed@1.534,0.7765701683266352,0.08342451000000002,0.47369555,0.9679819345474243,0.6030612263348585,0.7117851825533681,0.36785783299907804,0.7517058938486353,0.03235082304526749,0.6669846822494303,0.623,13.942763801233928,2.426827238275958,4.405237161772799
uavs3e@cuphead@BasicVSR@0.515,0.5309682654794662,0.25921745,0.43803844,0.9057978987693787,0.2819272989462729,0.39333202567095593,0.2325845107001312,0.4809499391845221,0.028353909465020578,0.750879623521133,0.684,12.962070259636835,2.327217470885049,0.792110717436098
uavs3e@cuphead@BasicVSR@0.804,0.6009650285697489,0.20048894,0.4525274,0.9343164563179016,0.3611589655638391,0.48047818701473016,0.2719531418695942,0.5614915158642743,0.03072530864197531,0.79161398707979,0.721,13.360784936210827,2.323673653297072,2.366336207511952
uavs3e@cuphead@BasicVSR@1.782,0.6775165117363444,0.13575217999999997,0.47301623,0.960003674030304,0.4590286236753841,0.5855421682821401,0.32047630614427636,0.6504183404830862,0.032618312757201645,0.6999851853975809,0.706,13.67852861052293,2.2904124684654295,5.600246306083003
uavs3e@cuphead@RBPN@0.515,0.5359424326306798,0.26198263,0.43221676,0.9056997299194336,0.2872342910940907,0.39553482460149647,0.23164330177815068,0.4854029164859709,0.02778292181069959,0.8326295608340152,0.712,13.011548745814961,2.332645458232254,0.6005658198541368
uavs3e@cuphead@RBPN@0.804,0.6030131912723099,0.20522679,0.44882724,0.9337592124938965,0.3636249088484154,0.47925872969983774,0.2706487463223429,0.5630691226058635,0.02970679012345679,0.8350108225108225,0.768,13.369140426803959,2.3516867407359276,2.424813200781272
uavs3e@cuphead@RBPN@1.782,0.6749290354617864,0.14117210000000002,0.4707564,0.959733247756958,0.4555292029093773,0.5796478861746716,0.3177271629894629,0.6477518352092113,0.031707818930041154,0.8020504071507819,0.762,13.70365732312877,2.287029614801103,5.7605698174691815
uavs3e@cuphead@Real-ESRGAN@0.515,0.6016050197429492,0.24074585000000004,0.49292317,0.8951537013053894,0.3619285997799143,0.4567711079006661,0.29654505341960713,0.5385289601468028,0.030246913580246913,0.8703612479474548,0.76,13.07347340831478,2.427404930767736,4.485894024880202
uavs3e@cuphead@Real-ESRGAN@0.804,0.6463286818893758,0.2039169,0.514511,0.9185783863067627,0.4177407650328579,0.514531340697408,0.33254321644758467,0.5937035576337197,0.03234567901234568,0.8405665964727559,0.779,13.574161831261671,2.45200409302391,5.923223449038343
uavs3e@cuphead@Real-ESRGAN@1.782,0.6749122833905424,0.17959729,0.52735424,0.9360457062721252,0.45550659027143586,0.553699866305889,0.3559178542740841,0.631748744978033,0.036054526748971194,0.7870963933071272,0.815,13.883521974177414,2.3894693497149464,6.916078335049611
uavs3e@cuphead@RealSR@0.515,0.6041916806700565,0.23329364000000002,0.49422154,0.9014576077461243,0.3650475869909075,0.4632376042288213,0.29860454287594357,0.5446531870769393,0.028945473251028808,0.8309995526494793,0.725,13.579288263211387,2.307191423443311,3.765475770927077
uavs3e@cuphead@RealSR@0.804,0.6570533567224456,0.19936622000000004,0.5238524,0.9231729507446289,0.43171911358023335,0.52605911265438,0.34419897784710923,0.6065738861221234,0.03320987654320988,0.7653456363958222,0.779,13.994377782390748,2.290592720629072,5.583028356728199
uavs3e@cuphead@RealSR@1.782,0.6801505207193369,0.18284484000000004,0.5483334,0.9356337785720825,0.46260473083478515,0.5557885075824931,0.37294924753780445,0.6363718016984027,0.03636831275720165,0.7431824611032533,0.82,14.361739849474487,2.2187183447046133,7.053676048266225
uavs3e@cuphead@SOF-VSR-BI@0.515,0.5606888080145838,0.25948373,0.44805408,0.8484574556350708,0.3143719394328148,0.41519918474170564,0.25121890804127095,0.47572059945111445,0.04321244855967078,0.5683629942662144,0.741,12.788938932223848,2.2636163467476966,0.6454032128305414
uavs3e@cuphead@SOF-VSR-BI@0.804,0.6127715957035693,0.20810366999999994,0.45413062,0.8641353845596313,0.3754890285010986,0.48525157776590033,0.27827834467525125,0.5295176185005228,0.03172839506172839,0.8205739299610896,0.786,13.13492767112767,2.271038786118045,1.9536300146215069
uavs3e@cuphead@SOF-VSR-BI@1.782,0.670545581803265,0.15455292,0.47418094,0.8756887316703796,0.4496313772758791,0.5669108041424715,0.31795993429231906,0.5871892100564778,0.03484567901234568,0.7530213561657316,0.781,13.472582892591122,2.2160491496018246,3.8942963991961967
uavs3e@cuphead@SwinIR@0.515,0.6174309373745911,0.22327261,0.49746454,0.905946671962738,0.3812209624272662,0.4795755204922196,0.30714999724281977,0.5593595028813445,0.03133744855967078,0.8170183621255689,0.791,13.746600645091435,2.7021981309217904,4.580396285162078
uavs3e@cuphead@SwinIR@0.804,0.663054636370167,0.18505188999999997,0.51498824,0.9301429390907288,0.4396414508119744,0.5403551227366049,0.3414653402081123,0.6167355882510815,0.03521604938271605,0.7830796031205028,0.828,14.192712759229321,2.6977449313353388,5.926680081003933
uavs3e@cuphead@SwinIR@1.782,0.6914541928323026,0.15689444,0.52549,0.9478915929794312,0.4781089007853711,0.5829688744622264,0.3633522637914467,0.655423616316118,0.040318930041152265,0.7623847191338898,0.887,14.694720836686757,2.6260466259033066,6.788887912075518
uavs3e@cuphead@VRT@0.515,0.5410648887912176,0.25670669,0.4386602,0.9067181944847107,0.2927512138826527,0.402169912114406,0.23734363233013328,0.4905933790638436,0.041103395061728394,0.5539481359921358,0.684,12.960968274157828,2.3253925802568762,1.1191815637763438
uavs3e@cuphead@VRT@0.804,0.6130598846653346,0.19526653999999993,0.45940796,0.9356306195259094,0.3758424221858733,0.49334980217393565,0.2816445909719366,0.5735975996959095,0.029274691358024692,0.9054647689334037,0.709,13.384207671006934,2.3354477722790756,2.7303367632095155
uavs3e@cuphead@VRT@1.782,0.6982277221671916,0.13063914000000001,0.4774172,0.9619259834289551,0.487521952002785,0.6070118530191108,0.3333459240794386,0.671643388303035,0.031121399176954733,0.7371900826446282,0.712,13.686117318896022,2.2812735564209876,5.8887483212597385
uavs3e@cuphead@ahq-11@0.515,0.5696759236712605,0.22782040000000006,0.45855224,0.904222309589386,0.32453065801070385,0.4398921268701045,0.2612261708735255,0.5151136794194939,0.03677211934156378,0.6082575410586927,0.674,13.885135764967469,2.508150208352779,3.0433999919180454
uavs3e@cuphead@ahq-11@0.804,0.6247465462922244,0.17765983999999999,0.4782658,0.9303197860717773,0.3903082471040624,0.5137541748373952,0.29879490675968773,0.5812140732956639,0.02845164609053498,0.8145798547225797,0.694,14.305865117860648,2.5131205676489294,3.6771001086637485
uavs3e@cuphead@ahq-11@1.782,0.6778421956738685,0.13110447999999997,0.48057926,0.9539611339569092,0.45947004223597104,0.5889740470879877,0.32575690079372294,0.6466351096288847,0.03073559670781893,0.7377455082451392,0.711,14.531309785063222,2.434971451249096,5.012225042398534
uavs3e@cuphead@comisr@0.515,0.5679235081805007,0.25465892999999995,0.45238087,0.8520445227622986,0.3225371111440473,0.4232967152654082,0.25691773072414703,0.4838961144931451,0.026183127572016462,0.8583433677672856,0.622,12.912872088248049,2.3067421609120715,3.0893853441293233
uavs3e@cuphead@comisr@0.804,0.6238711633103827,0.20541745000000003,0.47073644,0.8666598200798035,0.38921522841025025,0.49571713981463034,0.29367889043538814,0.5406840701475539,0.02889917695473251,0.7328484971774398,0.655,13.337428039629025,2.3208819844214474,4.514569223013688
uavs3e@cuphead@comisr@1.782,0.6734249669834884,0.1605765,0.48380306,0.876676619052887,0.4535011861567125,0.5652887427726643,0.3258050597070107,0.5903759232408866,0.0311059670781893,0.7428166859599802,0.673,13.68427764640599,2.266235717411071,5.713423872275578
uavs3e@cuphead@only_compressed@0.531,0.6144441283201101,0.21472559,0.45817816,0.9089745879173279,0.3775415868270599,0.48250725034453873,0.28152488013651195,0.5585140983379938,0.03861111111111111,0.534879623183174,0.587,13.507891749502509,2.4500481545278285,3.434773560526665
uavs3e@cuphead@only_compressed@1.118,0.7367332512186234,0.12147674,0.47391337,0.9566649198532104,0.5427758834511633,0.647237297610984,0.34914773787607445,0.7048068567302596,0.028858024691358026,0.7695187165775401,0.607,13.793057335591653,2.4157672609843903,5.371108482078735
uavs3e@cuphead@only_compressed@1.658,0.7738909956753209,0.09381571,0.47763428,0.9669778347015381,0.5989072731873396,0.7012878624534338,0.36963686851786504,0.7483354392931392,0.03036522633744856,0.717715817480643,0.62,14.041138407714111,2.443390599016909,5.855358945575103
vvenc@cuphead@BasicVSR@0.584,0.5675809208106278,0.23166709000000002,0.45623347,0.9231145977973938,0.3221481016682402,0.43609110054690925,0.25894941300722796,0.5239422334315771,0.027314814814814816,0.8403425141242938,0.65,13.127277790798095,2.3314340815008174,0.9968352883275424
vvenc@cuphead@BasicVSR@0.94,0.624456279588165,0.18168178000000004,0.45642304,0.9456157684326172,0.38994564511709245,0.5110039511804095,0.2850162334767202,0.5904957046753359,0.028837448559670784,0.813542409917945,0.683,13.4309888279606,2.403909681759028,2.612586046364242
vvenc@cuphead@BasicVSR@1.694,0.6804580702911105,0.13775411,0.473724,0.9618088006973267,0.4630231854243019,0.5867221744258411,0.322349318890586,0.6544705605115102,0.029912551440329217,0.740089019270649,0.665,13.810893254979757,2.3100699071406035,4.43169628958186
vvenc@cuphead@DBVSR@0.584,0.5646692513451745,0.2371885,0.45423272,0.920555055141449,0.3188513634147199,0.4307361986224896,0.2564912499388823,0.5198091338087378,0.03953189300411523,0.5328981887631961,0.629,13.028842269112097,2.330248328313123,0.7395028277856202
vvenc@cuphead@DBVSR@0.94,0.6296937926289852,0.18673116,0.45151258,0.9426917433738708,0.3965142724754754,0.5121103402865753,0.2843146689198981,0.5936071391651228,0.027469135802469135,0.8329458866072582,0.648,13.332096208506684,2.3729114371249973,2.523389265806046
vvenc@cuphead@DBVSR@1.694,0.6756090954174012,0.14442924999999998,0.4655678,0.9580586552619934,0.45644764981071917,0.5780313804730876,0.31454184021346954,0.6472731414383672,0.029068930041152262,0.7401953194124934,0.642,13.684699672454256,2.294075909819709,4.337655353478436
vvenc@cuphead@LGFN@0.584,0.5624197228536522,0.23785031,0.4487842,0.9215400218963623,0.3163159446547789,0.4286480174227969,0.25240508538509804,0.5182922837135007,0.025833333333333333,0.8340966414443116,0.648,13.18068100731031,2.345526841607747,0.7993829678846309
vvenc@cuphead@LGFN@0.94,0.6215749273280866,0.18594676,0.45625848,0.9445171356201172,0.38635539028291616,0.5059950834941934,0.28359883154882326,0.5870881699332069,0.027520576131687242,0.7731308411214953,0.677,13.483864783831633,2.403019386293594,2.271143360678904
vvenc@cuphead@LGFN@1.694,0.671932624618783,0.13856258000000002,0.46715197,0.9609469175338745,0.45149345202708635,0.5788279065654329,0.313894649297935,0.6456915844178656,0.028786008230452676,0.7952164492494639,0.667,13.860670369647066,2.3166343496126633,4.4062568426414686
vvenc@cuphead@RBPN@0.584,0.5600308319521444,0.23916911000000007,0.45426336,0.9227172136306763,0.31363453273701103,0.42608875630159043,0.25440148742617646,0.5167500888061523,0.02690843621399177,0.8014899158860639,0.674,13.115576091011675,2.320190021790936,0.5307406712798539
vvenc@cuphead@RBPN@0.94,0.6197062095304076,0.18596209000000002,0.45206088,0.9455819129943848,0.3840357861305454,0.504464347620155,0.2801449344217804,0.5859829831022618,0.028317901234567903,0.8367847411444141,0.7,13.464450995647937,2.392773464285964,2.816811210645914
vvenc@cuphead@RBPN@1.694,0.6744074421707854,0.14303567,0.47115165,0.9617226719856262,0.4548253980553413,0.5779431218269009,0.3177481791510451,0.6485929272914794,0.029305555555555557,0.8761840775241657,0.691,13.79197653225899,2.303457727414583,4.749708028430071
vvenc@cuphead@SOF-VSR-BI@0.584,0.586760933380232,0.23847597000000004,0.47064653,0.8582039475440979,0.34428839294124114,0.4468325506342758,0.2761569972349674,0.5035605492915746,0.029526748971193416,0.8259521807040731,0.716,13.01063407140406,2.2803322737352216,0.48906148294484514
vvenc@cuphead@SOF-VSR-BI@0.94,0.6347478041577059,0.1942528,0.46764913,0.8700297474861145,0.4029047748830294,0.5114462659062199,0.2968392583837616,0.5522494717686945,0.031558641975308645,0.8242643959193997,0.748,13.289143819550567,2.314610174310417,1.9192638203988104
vvenc@cuphead@SOF-VSR-BI@1.694,0.6683623167960593,0.15822726,0.48144984,0.877088189125061,0.44670818651299593,0.5626091787221669,0.32178293048349205,0.586212694118086,0.03353909465020576,0.7468929348901643,0.759,13.62271376461244,2.220668538012617,3.418737560913271
vvenc@cuphead@SwinIR@0.584,0.6411893791874732,0.20633437999999998,0.5193758,0.9203835129737854,0.4111238199828173,0.5088899661702411,0.33301824676699726,0.5901401332980472,0.0356738683127572,0.7066014780100938,0.804,13.952527872048108,2.593918484873296,3.986644756693647
vvenc@cuphead@SwinIR@0.94,0.6741832702094323,0.1750506,0.5233322,0.9380639791488647,0.45452308183028434,0.5561670842493089,0.35282181400189666,0.6324270411282543,0.03786008230452675,0.7407019927536231,0.853,14.402544463396042,2.671338094578031,5.361756798438998
vvenc@cuphead@SwinIR@1.694,0.6905327128819426,0.15791866000000002,0.52646995,0.9485668540000916,0.4768354275600954,0.5814847121774616,0.36354472282432065,0.6550164430425728,0.04098251028806584,0.7363415756662901,0.888,14.783903104634321,2.561621041128455,5.958439012332836
vvenc@cuphead@VRT@0.584,0.5701921158178007,0.23371305000000003,0.46284375,0.9232198596000671,0.32511904894078025,0.43693077734406927,0.2639098571055452,0.5264126851103752,0.027376543209876543,0.830684559527706,0.658,13.117176159979849,2.3217603692385542,0.9373462179053591
vvenc@cuphead@VRT@0.94,0.6329748242352735,0.17893254999999997,0.4630121,0.9464461207389832,0.4006571281156754,0.5197150248490543,0.29307500261630487,0.5990765669229143,0.02868312757201646,0.7913928356551118,0.686,13.425776334946345,2.3978513521276352,2.7902655782322827
vvenc@cuphead@VRT@1.694,0.6851146340066002,0.13696974,0.47591478,0.9624915719032288,0.46938206172999775,0.591274660716521,0.32605618031803163,0.659417061018918,0.02994855967078189,0.7937249513340203,0.678,13.810867219979249,2.2987386228296494,4.753443847378112
vvenc@cuphead@ahq-11@0.584,0.5993161420574514,0.20419371999999997,0.47895524,0.918800413608551,0.3591798381306273,0.47693954955469203,0.28704560665500073,0.5506519192046675,0.027839506172839507,0.7689393939393939,0.66,14.053227635778468,2.4948805379749697,2.4463025483655065
vvenc@cuphead@ahq-11@0.94,0.6427729115853545,0.16384711000000002,0.4808033,0.939215362071991,0.41315701586791403,0.5374564276358086,0.3090473370408467,0.6037021928847066,0.028909465020576133,0.7837133007117437,0.691,14.386859587671697,2.549148128607035,3.10458642282867
vvenc@cuphead@ahq-11@1.694,0.6739902613661549,0.13232066,0.4820639,0.9546146988868713,0.45426287241641783,0.5848074251486128,0.324906373956188,0.6434010104067357,0.030421810699588478,0.7625179658437605,0.698,14.652815445284874,2.4411866947947045,3.775437463111874
vvenc@cuphead@comisr@0.584,0.5944745850098161,0.23588639000000003,0.47793695,0.8613759875297546,0.3534000322225931,0.45424612120510244,0.28412137001210724,0.5120661327241715,0.027628600823045267,0.7973465624831083,0.607,13.122702535932191,2.338351123779991,2.6276352245262244
vvenc@cuphead@comisr@0.94,0.6429549901605127,0.19580843999999994,0.4762993,0.8714997172355652,0.413391119372305,0.5170589765469674,0.3062390117449591,0.5603350921200825,0.02897119341563786,0.7422152432528409,0.63,13.524094539256422,2.3866417054928375,4.025489326455628
vvenc@cuphead@comisr@1.694,0.6696920654191636,0.16581985,0.4835314,0.8773025274276733,0.4484874624853853,0.5586438275851677,0.32381714196101974,0.587522541590491,0.030411522633744855,0.6903456578842634,0.653,13.867831540959655,2.2938566913502663,4.404333964814137
vvenc@cuphead@only_compressed@0.591,0.614341157453076,0.20420894,0.46957898,0.9154171943664551,0.37741505774078515,0.4888872008912103,0.28848169408883484,0.5623784587395355,0.030931069958847736,0.6199363744145748,0.552,12.97479796178793,2.170045760609549,1.9487772171951532
vvenc@cuphead@only_compressed@0.963,0.701242311759079,0.133858,0.46850342,0.9496722221374512,0.4917407798012174,0.6073754183916322,0.3285344213078347,0.6659503444650479,0.03245370370370371,0.6441839039467427,0.593,13.503082710856873,2.413269092151635,3.492895648211378
vvenc@cuphead@only_compressed@1.764,0.7754444675158049,0.07961707000000001,0.4812104,0.9696406722068787,0.6013141222008701,0.7137058510644863,0.37315194239106747,0.7519024947411301,0.03295267489711934,0.6607574929753356,0.608,13.986325520810592,2.430349674692511,4.381957374150297
x264@cuphead@BasicVSR@0.545,0.5045976739697527,0.29103653,0.4610413,0.8771646022796631,0.2546188125756849,0.3577413178915246,0.23264036758399095,0.4426152179989213,0.04633230452674897,0.5397505643758559,0.779,12.806661175944063,2.216083648890667,2.203166372563161
x264@cuphead@BasicVSR@0.911,0.5821878068439982,0.21584174999999997,0.45727393,0.9225257635116577,0.3389426424378245,0.4565273717861277,0.26621930643363595,0.5370832510159369,0.04797582304526749,0.5419743888844727,0.782,13.237357574893078,2.3109142460915453,3.9418031678201046
x264@cuphead@BasicVSR@1.851,0.6537468622340663,0.14971689,0.4711456,0.9540923237800598,0.42738495988088726,0.5558699151731235,0.3080099576553865,0.623734862952823,0.03335905349794239,0.7662451811873555,0.744,13.560818026462591,2.32390789599938,6.568753985731922
x264@cuphead@RBPN@0.545,0.5121519287882803,0.29843177,0.44121188,0.8759725093841553,0.26229959816155574,0.35930952217107986,0.22596751534630327,0.4486310102466051,0.04899434156378601,0.541996050113953,0.847,12.821966080471125,2.2243655649304306,2.268462401369403
x264@cuphead@RBPN@0.911,0.579895917379402,0.22566461000000002,0.44517085,0.9215577840805054,0.3362792749932983,0.44903393134338704,0.2581527584513182,0.5344075966174936,0.04684670781893004,0.5882401941666698,0.852,13.143141558503478,2.315652468811286,4.236597128692454
x264@cuphead@RBPN@1.851,0.6542816569072405,0.15481494999999998,0.4616148,0.9534465074539185,0.428084486565284,0.5529890749072289,0.30202609619690446,0.6238225606693714,0.03230452674897119,0.8492151956323931,0.807,13.5183916062836,2.3299873474602237,6.653190771550006
x264@cuphead@Real-ESRGAN@0.545,0.5576564689030177,0.26173727,0.48992297,0.8713926076889038,0.3109807373093823,0.4116969871345019,0.27320871348467907,0.48593772463198665,0.04307355967078189,0.5697020361855855,0.783,12.809787075018802,2.2844972207875798,4.492611607278692
